Fecha,Hora,Pasos
2025.04.19 13:59:00,13:59:00,8
2025.04.19 14:00:00,14:00:00,31
2025.04.19 14:02:00,14:02:00,22
2025.04.19 14:03:00,14:03:00,22
2025.04.19 14:04:00,14:04:00,22
2025.04.19 14:05:00,14:05:00,22
2025.04.19 14:06:00,14:06:00,22
2025.04.19 14:07:00,14:07:00,21
2025.04.19 14:08:00,14:08:00,49
2025.04.19 14:09:00,14:09:00,1
2025.04.19 14:10:00,14:10:00,46
2025.04.19 14:11:00,14:11:00,55
2025.04.19 14:12:00,14:12:00,10
2025.04.19 14:13:00,14:13:00,42
2025.04.19 14:14:00,14:14:00,2
2025.04.19 14:18:00,14:18:00,61
2025.04.19 14:19:00,14:19:00,61
2025.04.19 14:21:00,14:21:00,40
2025.04.19 14:22:00,14:22:00,75
2025.04.19 15:06:00,15:06:00,39
2025.04.19 15:07:00,15:07:00,25
2025.04.19 15:08:00,15:08:00,64
2025.04.19 15:09:00,15:09:00,39
2025.04.19 15:10:00,15:10:00,39
2025.04.19 15:11:00,15:11:00,19
2025.04.19 15:12:00,15:12:00,51
2025.04.19 15:13:00,15:13:00,39
2025.04.19 15:14:00,15:14:00,71
2025.04.19 15:15:00,15:15:00,53
2025.04.19 15:16:00,15:16:00,87
2025.04.19 15:17:00,15:17:00,114
2025.04.19 15:18:00,15:18:00,106
2025.04.19 15:19:00,15:19:00,94
2025.04.19 15:20:00,15:20:00,95
2025.04.19 15:21:00,15:21:00,89
2025.04.19 15:22:00,15:22:00,95
2025.04.19 15:23:00,15:23:00,99
2025.04.19 15:24:00,15:24:00,100
2025.04.19 15:26:00,15:26:00,85
2025.04.19 15:27:00,15:27:00,70
2025.04.19 15:28:00,15:28:00,87
2025.04.19 15:29:00,15:29:00,67
2025.04.19 15:30:00,15:30:00,93
2025.04.19 15:31:00,15:31:00,13
2025.04.19 15:32:00,15:32:00,63
2025.04.19 15:33:00,15:33:00,89
2025.04.19 15:34:00,15:34:00,76
2025.04.19 15:35:00,15:35:00,22
2025.04.19 15:40:00,15:40:00,10
2025.04.19 16:05:00,16:05:00,96
2025.04.19 16:06:00,16:06:00,52
2025.04.19 16:07:00,16:07:00,82
2025.04.19 16:08:00,16:08:00,83
2025.04.19 16:09:00,16:09:00,78
2025.04.19 16:10:00,16:10:00,67
2025.04.19 16:11:00,16:11:00,62
2025.04.19 16:12:00,16:12:00,93
2025.04.19 16:13:00,16:13:00,95
2025.04.19 16:14:00,16:14:00,92
2025.04.19 16:15:00,16:15:00,93
2025.04.19 16:16:00,16:16:00,71
2025.04.19 16:17:00,16:17:00,17
2025.04.19 16:18:00,16:18:00,96
2025.04.19 16:19:00,16:19:00,89
2025.04.19 16:20:00,16:20:00,88
2025.04.19 16:21:00,16:21:00,91
2025.04.19 16:22:00,16:22:00,81
2025.04.19 16:23:00,16:23:00,50
2025.04.19 16:37:00,16:37:00,87
2025.04.19 16:38:00,16:38:00,87
2025.04.19 16:39:00,16:39:00,102
2025.04.19 16:40:00,16:40:00,93
2025.04.19 16:41:00,16:41:00,78
2025.04.19 16:42:00,16:42:00,21
2025.04.19 16:49:00,16:49:00,35
2025.04.19 16:50:00,16:50:00,50
2025.04.19 16:51:00,16:51:00,16
2025.04.19 17:42:00,17:42:00,59
2025.04.19 17:43:00,17:43:00,3
2025.04.19 17:45:00,17:45:00,13
2025.04.19 17:46:00,17:46:00,47
2025.04.19 17:47:00,17:47:00,11
2025.04.19 17:48:00,17:48:00,10
2025.04.19 17:49:00,17:49:00,10
2025.04.19 17:50:00,17:50:00,8
2025.04.19 17:51:00,17:51:00,4
2025.04.19 17:52:00,17:52:00,10
2025.04.19 17:53:00,17:53:00,32
2025.04.19 17:54:00,17:54:00,25
2025.04.19 18:11:00,18:11:00,15
2025.04.19 18:17:00,18:17:00,3
2025.04.19 18:44:00,18:44:00,24
2025.04.19 18:45:00,18:45:00,24
2025.04.19 20:47:00,20:47:00,5
2025.04.19 20:48:00,20:48:00,5
2025.04.19 20:49:00,20:49:00,25
2025.04.19 20:50:00,20:50:00,5
2025.04.19 20:51:00,20:51:00,1
2025.04.19 20:52:00,20:52:00,33
2025.04.19 20:53:00,20:53:00,13
2025.04.19 20:54:00,20:54:00,5
2025.04.19 20:55:00,20:55:00,5
2025.04.19 20:56:00,20:56:00,5
2025.04.19 21:12:00,21:12:00,6
2025.04.19 21:15:00,21:15:00,15
2025.04.19 21:20:00,21:20:00,8
2025.04.19 21:21:00,21:21:00,9
2025.04.19 21:36:00,21:36:00,30
2025.04.19 22:32:00,22:32:00,52
2025.04.19 22:36:00,22:36:00,13
2025.04.19 23:23:00,23:23:00,20
2025.04.19 23:24:00,23:24:00,39
2025.04.19 23:26:00,23:26:00,24
2025.04.19 23:30:00,23:30:00,18
2025.04.19 23:32:00,23:32:00,2
2025.04.19 23:33:00,23:33:00,9
2025.04.19 23:34:00,23:34:00,19
2025.04.19 23:37:00,23:37:00,9
2025.04.20 00:06:00,00:06:00,4
2025.04.20 01:08:00,01:08:00,5
2025.04.20 10:52:00,10:52:00,8
2025.04.20 12:19:00,12:19:00,8
2025.04.20 13:08:00,13:08:00,34
2025.04.20 14:39:00,14:39:00,17
2025.04.20 14:59:00,14:59:00,20
2025.04.20 18:02:00,18:02:00,5
2025.04.20 18:03:00,18:03:00,28
2025.04.20 18:04:00,18:04:00,4
2025.04.20 18:05:00,18:05:00,35
2025.04.20 18:06:00,18:06:00,5
2025.04.20 18:07:00,18:07:00,5
2025.04.20 18:08:00,18:08:00,5
2025.04.20 18:14:00,18:14:00,31
2025.04.20 18:15:00,18:15:00,18
2025.04.20 18:16:00,18:16:00,27
2025.04.20 18:17:00,18:17:00,8
2025.04.20 18:18:00,18:18:00,27
2025.04.20 18:19:00,18:19:00,7
2025.04.20 18:23:00,18:23:00,8
2025.04.20 18:25:00,18:25:00,1
2025.04.20 18:26:00,18:26:00,7
2025.04.20 18:27:00,18:27:00,16
2025.04.20 18:28:00,18:28:00,6
2025.04.20 18:36:00,18:36:00,13
2025.04.20 18:39:00,18:39:00,3
2025.04.20 18:42:00,18:42:00,43
2025.04.20 18:43:00,18:43:00,42
2025.04.20 18:44:00,18:44:00,20
2025.04.20 18:45:00,18:45:00,61
2025.04.20 18:46:00,18:46:00,4
2025.04.20 19:10:00,19:10:00,32
2025.04.20 19:11:00,19:11:00,47
2025.04.20 19:12:00,19:12:00,98
2025.04.20 19:13:00,19:13:00,17
2025.04.20 19:14:00,19:14:00,15
2025.04.20 19:15:00,19:15:00,75
2025.04.20 19:16:00,19:16:00,40
2025.04.20 19:17:00,19:17:00,66
2025.04.20 19:18:00,19:18:00,43
2025.04.20 19:19:00,19:19:00,41
2025.04.20 19:20:00,19:20:00,29
2025.04.20 19:21:00,19:21:00,33
2025.04.20 19:22:00,19:22:00,12
2025.04.20 19:23:00,19:23:00,30
2025.04.20 19:54:00,19:54:00,9
2025.04.20 20:04:00,20:04:00,45
2025.04.20 20:22:00,20:22:00,30
2025.04.20 21:11:00,21:11:00,21
2025.04.20 21:14:00,21:14:00,9
2025.04.20 23:58:00,23:58:00,11
